Dataset,FileName,Model,EmbK,TotEpoch,LearnRate,Epsilon,Alpha,Epoch,Top-K,Coverage,Coverage[%],Precision,Recall,MAR,nDCG,Novelty,ARP,APLT,ACLT,P_Pop,P_Tail,RSP,PC_Pop,PC_Tail,REO
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,200.0,10.0,803.0,47.85,0.013679745493107106,0.13679745493107104,0.05139499065798112,0.07126781344413757,2.312342340305344,228.19512195121933,0.15196182396606545,1.5196182396606575,0.022731213420995034,0.0010777653179182057,0.9094656406948934,0.22350674373795762,0.030952380952380953,0.7567202120179566
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,200.0,50.0,1195.0,71.22,0.007550371155885473,0.37751855779427357,0.05139499065798112,0.12293384224176407,2.778532074712804,175.5887592788971,0.2939342523860022,14.696712619300106,0.09462858897065721,0.01042341210120615,0.8015570956316052,0.5240847784200385,0.2,0.44757849920170295
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,200.0,100.0,1361.0,81.11,0.005418875927889713,0.5418875927889714,0.05139499065798112,0.14963538944721222,3.053992968517949,152.83380699893956,0.382396606574761,38.23966065747614,0.16554531319729282,0.027120877434843333,0.718467704729512,0.6936416184971098,0.3595238095238095,0.3172510225683781
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,175.0,10.0,786.0,46.84,0.013679745493107107,0.13679745493107104,0.05234602501304516,0.07201219350099564,2.297733325298522,229.5168610816545,0.14273594909862117,1.4273594909862142,0.0229785081024539,0.0010123322525595986,0.9156067701189929,0.22350674373795762,0.030952380952380953,0.7567202120179566
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,175.0,50.0,1189.0,70.86,0.007656415694591729,0.3828207847295864,0.05234602501304516,0.1248023509979248,2.764359188190381,176.85102863202545,0.28602332979851497,14.30116648992577,0.09568882938656707,0.010142877234783616,0.8083206336060846,0.5337186897880539,0.2,0.45483193277310924
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,175.0,100.0,1367.0,81.47,0.005450689289501591,0.545068928950159,0.05234602501304516,0.15107257664203644,3.045212133994358,153.33867444326623,0.37832449628844084,37.83244962884412,0.16663682075683542,0.026832069422226032,0.7226213537753577,0.6994219653179191,0.3595238095238095,0.3209778667325163
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,125.0,10.0,762.0,45.41,0.013679745493107106,0.13679745493107104,0.050228921543873824,0.0703418031334877,2.233575880958751,237.64782608695637,0.1251325556733827,1.2513255567338282,0.023450357724547833,0.0008874829554385783,0.9270697045717472,0.22736030828516376,0.02619047619047619,0.7934104108994191
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,125.0,50.0,1180.0,70.32,0.0076776246023329804,0.383881230116649,0.050228921543873824,0.12348567694425583,2.7239510034276835,180.14935312831355,0.2730434782608693,13.652173913043478,0.09742841955958807,0.009682589464674794,0.8192045887182058,0.5375722543352601,0.1976190476190476,0.4624010183642524
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,125.0,100.0,1356.0,80.81,0.005514316012725344,0.5514316012725344,0.050228921543873824,0.15066732466220856,3.015066916443001,155.31786850477206,0.3694697773064688,36.94697773064687,0.16901028120531997,0.02620406241562331,0.7315354811580347,0.7032755298651252,0.36904761904761907,0.31168581146120766
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,150.0,10.0,778.0,46.36,0.013785790031813362,0.1378579003181336,0.048302866569038365,0.0690278634428978,2.2613714584289943,234.10328738069995,0.13393425238600196,1.3393425238600212,0.02321443291350087,0.0009499076039990884,0.9213793893269167,0.23121387283236994,0.023809523809523808,0.8132757690232055
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,150.0,50.0,1186.0,70.68,0.007889713679745494,0.3944856839872747,0.048302866569038365,0.12382449209690094,2.7459562039904135,178.5050477200424,0.28055143160127244,14.027571580063627,0.09642218602813474,0.009948834351306368,0.8129408871736418,0.5510597302504817,0.20476190476190476,0.4581740048800029
movielens100k,amf_emb64_ep200_lr0.05_eps0.1_alpha0.001_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.1,0.001,150.0,100.0,1351.0,80.51,0.00545068928950159,0.545068928950159,0.048302866569038365,0.14812099933624268,3.0333447449313176,154.11712619300107,0.37467656415694583,37.46765641569459,0.16761462961225898,0.0265733455775897,0.7263131710229724,0.7013487475915221,0.35714285714285715,0.3251852814978546
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,150.0,10.0,790.0,47.08,0.012725344644750796,0.12725344644750794,0.046164301705128856,0.06504791975021362,2.2982027721737857,228.94029692470852,0.14262990455991487,1.4262990455991515,0.022981350570056878,0.0010115801483600744,0.9156768166230242,0.20616570327552985,0.030952380952380953,0.7389285506994021
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,150.0,50.0,1195.0,71.22,0.007804878048780488,0.3902439024390244,0.046164301705128856,0.1216612383723259,2.7558956662231453,177.3692258748675,0.2834358430540827,14.171792152704136,0.09603561043413007,0.010051120522441661,0.810511259385375,0.5375722543352601,0.2119047619047619,0.43452632352131043
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,150.0,100.0,1373.0,81.82,0.005429480381760339,0.542948038176034,0.046164301705128856,0.14628265798091888,3.0397034195727177,153.86392364793207,0.37577942735949077,37.5779427359491,0.16731901298154955,0.02665156441434022,0.725199926997743,0.6917148362235067,0.36428571428571427,0.3100652947386256
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,125.0,10.0,770.0,45.89,0.012725344644750796,0.12725344644750794,0.04942769614031544,0.06742935627698898,2.263609210369889,234.00784729586425,0.13213149522799553,1.3213149522799577,0.02326275486275145,0.0009371218326071767,0.9225515200425042,0.2138728323699422,0.02142857142857143,0.8178627829443762
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,125.0,50.0,1198.0,71.39,0.007613997879109226,0.3806998939554613,0.04942769614031544,0.12236801534891129,2.740354557563449,178.91770943796413,0.27514316012725354,13.757158006362673,0.0971470152668935,0.00975704778042769,0.8174616099276091,0.535645472061657,0.19285714285714287,0.4705382275707026
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,125.0,100.0,1362.0,81.17,0.005355249204665961,0.5355249204665959,0.04942769614031544,0.14750052988529205,3.0272532177435814,154.63067868504777,0.37044538706256613,37.04453870625663,0.16874877418584622,0.02627325600197954,0.7305611476131619,0.6801541425818882,0.3619047619047619,0.30540440593797874
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,200.0,10.0,810.0,48.27,0.013361611876988337,0.13361611876988336,0.04717046238785369,0.06710106134414673,2.339634908461308,224.1431601272533,0.15418875927889672,1.5418875927889715,0.02267152160133255,0.0010935595061082142,0.9079692174275117,0.21965317919075145,0.02857142857142857,0.7697937458416501
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,200.0,50.0,1193.0,71.1,0.007635206786850478,0.38176033934252385,0.04717046238785369,0.12043742835521698,2.7820095666910953,175.20044538706256,0.2925132555673383,14.625662778366914,0.09481903430005656,0.010373021119838026,0.802779381419403,0.5337186897880539,0.1976190476190476,0.459568302000414
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,200.0,100.0,1361.0,81.11,0.005281018027571581,0.528101802757158,0.04717046238785369,0.1442253738641739,3.0574963703583875,152.6494803817603,0.38162248144220556,38.16224814422057,0.16575281333231004,0.027065973828278064,0.7192599930033133,0.6801541425818882,0.34523809523809523,0.3266223743372928
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,175.0,10.0,802.0,47.79,0.013043478260869566,0.13043478260869565,0.04736109007052803,0.06658641248941422,2.3132490428529304,227.22057264050915,0.14581124072110263,1.4581124072110285,0.022896076541967614,0.001034143274345801,0.9135700982035428,0.21579961464354527,0.02619047619047619,0.783540920207018
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,175.0,50.0,1198.0,71.39,0.007804878048780488,0.3902439024390244,0.04736109007052803,0.1222233772277832,2.772786811455153,175.9290137857901,0.28854718981972444,14.427359490986214,0.09535057574181298,0.010232377634526998,0.8061736803657178,0.5491329479768786,0.1976190476190476,0.47072375089846846
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha1.0_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,1.0,175.0,100.0,1367.0,81.47,0.005344644750795334,0.5344644750795334,0.04736109007052803,0.1455712467432022,3.0499684027670124,153.1427465535525,0.37952279957582136,37.952279957582185,0.1663156219176992,0.02691705719677227,0.721402639345216,0.6878612716763006,0.35,0.32553606237816773
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,150.0,10.0,555.0,33.08,0.012725344644750796,0.12725344644750794,0.04284115201400462,0.06238511949777603,2.0877486305948745,257.42078472958656,0.09416755037115578,0.9416755037115588,0.024280358264616678,0.0006678685291775063,0.9464596394206553,0.21579961464354527,0.01904761904761905,0.8377871542428503
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,150.0,50.0,1082.0,64.48,0.007486744432661718,0.3743372216330859,0.04284115201400462,0.11549403518438339,2.577908643205904,193.9718133616118,0.22101802757158012,11.050901378579002,0.10440099258968696,0.007837677863241885,0.8603390822144693,0.535645472061657,0.17857142857142858,0.49995182580210035
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,150.0,100.0,1314.0,78.31,0.005365853658536586,0.5365853658536586,0.04284115201400462,0.1417723000049591,2.8702864700855093,166.47271474019087,0.3168610816542948,31.68610816542948,0.1831003931132695,0.02247287348178366,0.7813638528588285,0.7090558766859345,0.32857142857142857,0.36668700427089695
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,175.0,10.0,615.0,36.65,0.01230116648992577,0.12301166489925769,0.04840638623777542,0.06571180373430252,2.1453811261136306,250.3924708377519,0.10222693531283118,1.0222693531283138,0.024064330726790543,0.000725028448341347,0.9415048655982461,0.21001926782273603,0.016666666666666666,0.852953676158096
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,175.0,50.0,1093.0,65.14,0.007126193001060446,0.3563096500530223,0.04840638623777542,0.11544277518987656,2.611010494649016,190.68441145281008,0.22911983032873784,11.455991516436903,0.10331516996535033,0.008124981667460137,0.8541821498191867,0.5183044315992292,0.1595238095238095,0.5293090495624454
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,175.0,100.0,1334.0,79.5,0.00535524920466596,0.5355249204665959,0.04840638623777542,0.14440762996673584,2.8934145453564626,164.511060445387,0.32317073170731747,32.31707317073171,0.18142049475991098,0.02292037548050057,0.775665284643897,0.7032755298651252,0.3333333333333333,0.3568773234200744
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,125.0,10.0,611.0,36.41,0.010816542948038176,0.10816542948038176,0.041313184870979146,0.056900713592767715,2.1126727332053785,255.34061505832437,0.09883351007423095,0.9883351007423118,0.024155289690085756,0.000700961113956572,0.94359880583096,0.18497109826589594,0.014285714285714285,0.8566100290095316
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,125.0,50.0,1039.0,61.92,0.006977730646871686,0.3488865323435843,0.041313184870979146,0.10870157182216644,2.6035774372973868,191.58693531283143,0.22979851537645812,11.489925768822905,0.1032242110020551,0.008149049001844912,0.8536623781766007,0.5048169556840078,0.1595238095238095,0.5197530608439851
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_125_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,125.0,100.0,1246.0,74.26,0.005217391304347826,0.5217391304347826,0.041313184870979146,0.13677069544792175,2.8880557347372773,165.24313891834584,0.32043478260869607,32.04347826086956,0.18215385140147866,0.02272633259702332,0.7781500176982513,0.7129094412331407,0.2904761904761905,0.4210078731517296
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,200.0,10.0,586.0,34.92,0.012195121951219513,0.12195121951219512,0.04510974768132774,0.06285616010427475,2.114824849439448,248.7408271474018,0.07985153764581127,0.7985153764581124,0.02466409139101837,0.0005663344622417368,0.9551070231207724,0.20616570327552985,0.01904761904761905,0.8308482033732584
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,200.0,50.0,1048.0,62.46,0.007401908801696713,0.37009544008483564,0.04510974768132774,0.11613340675830841,2.5621820776348434,194.19885471898192,0.2114528101802758,10.572640509013786,0.1056829454786289,0.007498478869256462,0.8674962978693674,0.5491329479768786,0.1523809523809524,0.5655654084595464
movielens100k,amf_emb64_ep200_lr0.05_eps1.0_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64.0,200.0,0.05,1.0,0.1,200.0,100.0,1245.0,74.2,0.005302226935312832,0.5302226935312832,0.04510974768132774,0.14209851622581482,2.8557916233042016,167.55709437963958,0.3090880169671259,30.90880169671262,0.18519529173666244,0.021921581103532407,0.7883168010126685,0.7013487475915221,0.3238095238095238,0.3682740844162818
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,10.0,175.0,10.0,821.0,48.93,0.013361611876988337,0.13361611876988336,0.046945328148933665,0.06693841516971588,2.3677887210623862,220.82078472958645,0.16214209968186594,1.621420996818664,0.022458336531109388,0.0011499673210725308,0.9025794205062089,0.2138728323699422,0.03571428571428571,0.7138130686517783
movielens100k,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_175_best0_top100_rec.tsv,amf,64.0,200.0,0.05,0.01,10.0,175.0,50.0,1185.0,70.62,0.007571580063626724,0.37857900318133614,0.046945328148933665,0.11960746347904205,2.7931254740624536,174.1646659597033,0.2974761399787907,14.873806998939555,0.0941538968809603,0.010549013502526693,0.7984962698001485,0.5298651252408478,0.19523809523809524,0.46148882055954143
