Dataset,FileName,Model,EmbK,TotEpoch,LearnRate,Epsilon,Alpha,Epoch,Top-K,Coverage,Coverage[%],Precision,Recall,MAR,nDCG,Novelty,ARP,APLT,ACLT,P_Pop,P_Tail,RSP,PC_Pop,PC_Tail,REO
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,200,10,2267,88.94,0.006794380587484,0.06794380587484,0.02396136147094,0.034128442406654,5.75937237055418,132.803116219668,0.313205619412519,3.13205619412516,0.013288550535832,0.001527146898031,0.793847450672061,0.115246098439376,0.032903512672299,0.555806965331873
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,200,50,2546,99.88,0.004081736909323,0.204086845466156,0.02396136147094,0.063516080379486,6.16398387438101,99.3949782886333,0.378201787994889,18.9100893997446,0.060154809043806,0.009220295734948,0.734190073965202,0.334333733493397,0.10760337927968,0.513037596663979
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,200,100,2549,100,0.002914431673052,0.291443167305236,0.02396136147094,0.077625386416912,6.38174550133985,84.3056653895273,0.419167305236268,41.9167305236271,0.11238333969228,0.020438012930558,0.692248083204001,0.457382953181273,0.168519341929747,0.461515500914226
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_175_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,175,10,2246,88.11,0.006896551724138,0.068965517241379,0.024189422043828,0.0345439016819,5.73736906043359,134.670344827586,0.311238825031931,3.11238825031928,0.013326605370377,0.001517557083062,0.795534832251771,0.117647058823529,0.032903512672299,0.562890896455872
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_175_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,175,50,2546,99.88,0.004102171136654,0.205108556832695,0.024189422043828,0.063941024243832,6.14510396367916,100.633312899106,0.374727969348657,18.736398467433,0.060490877712519,0.009135606459899,0.737582428052063,0.337334933973589,0.107158737216541,0.517839086754043
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_175_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,175,100,2549,100,0.002934865900383,0.293486590038314,0.024189422043828,0.078228689730167,6.36587601588078,85.1923065134101,0.415417624521071,41.5417624521073,0.113108852641796,0.020255183730891,0.696242191196314,0.460384153661465,0.169853268119164,0.460986408457713
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_125_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,125,10,2146,84.19,0.007228607918263,0.072286079182631,0.025034766567334,0.035924267023802,5.64716422803048,142.518441890166,0.296321839080461,2.9632183908046,0.013615229050567,0.001444823940961,0.808124985778804,0.121848739495798,0.035571365051134,0.548070875019285
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_125_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,125,50,2535,99.45,0.004127713920817,0.206385696040868,0.025034766567334,0.064678348600864,6.08614099333099,104.440771392082,0.363080459770112,18.1540229885057,0.06161769618997,0.008851648302379,0.748780171969963,0.341536614645858,0.106269453090262,0.5253773419038
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_125_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,125,100,2549,100,0.003019157088123,0.30191570881226,0.025034766567334,0.080088786780834,6.31759513981161,87.7373537675604,0.402247765006384,40.2247765006386,0.115657043900452,0.019613039757131,0.710016594551998,0.472388955582233,0.175633614939973,0.457939822069964
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,150,10,2213,86.82,0.00669220945083,0.066922094508301,0.024549859109246,0.034399770200253,5.70519553824954,137.418314176245,0.305568326947639,3.05568326947637,0.01343632190634,0.00148990852562,0.800363724463291,0.115846338535414,0.030680302356603,0.581232434322809
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,150,50,2543,99.76,0.004086845466156,0.204342273307791,0.024549859109246,0.064046673476696,6.12093826530924,102.138314176245,0.370232439335885,18.5116219667944,0.060925790107325,0.00902600857454,0.741936340605347,0.336134453781513,0.106714095153402,0.518056024299696
amazon,amf_emb64_ep200_lr0.05_eps0.01_alpha10.0_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.01,10,150,100,2549,100,0.00295785440613,0.295785440613027,0.024549859109246,0.078830108046532,6.34505771507342,86.2422937420176,0.409913154533844,40.9913154533844,0.114173893790439,0.019986793454814,0.702046942883093,0.463985594237695,0.171187194308582,0.460974407608429
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,200,10,2150,84.35,0.007637292464879,0.076372924648787,0.02600681140911,0.037578340619803,5.62482111917332,143.027381864623,0.289782886334612,2.89782886334611,0.013741749019965,0.001412940919765,0.813530870590604,0.135054021608643,0.032903512672299,0.608192477781185
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,200,50,2532,99.33,0.004117496807152,0.205874840357599,0.02600681140911,0.065394997596741,6.06899760151645,104.943545338442,0.358140485312897,17.907024265645,0.062095605605625,0.008731215171536,0.753448903233812,0.345138055222089,0.102712316585149,0.541309673716837
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_200_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,200,100,2549,100,0.00298595146871,0.298595146871009,0.02600681140911,0.080407187342644,6.30677082900767,88.0496372924649,0.399297573435503,39.9297573435504,0.116227866418635,0.019469192532598,0.713049159899703,0.471788715486195,0.170297910182303,0.46954848964499
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,150,10,2061,80.86,0.007535121328225,0.075351213282248,0.026080804394981,0.037448365241289,5.5565049332198,149.288607918263,0.281813537675608,2.81813537675607,0.013895945232668,0.001374083487684,0.820028696363576,0.13265306122449,0.032903512672299,0.602510345583601
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,150,50,2517,98.74,0.004071519795658,0.203575989782886,0.026080804394981,0.065191745758057,6.0222614193761,107.911305236271,0.349476372924647,17.4738186462324,0.062933800402887,0.008519990156117,0.76152447366437,0.338535414165666,0.103601600711427,0.531359749464872
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_150_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,150,100,2549,100,0.003034482758621,0.303448275862069,0.026080804394981,0.081315703690052,6.26838040906026,90.0580970625799,0.389343550446997,38.9343550446999,0.118153836421541,0.018983848260731,0.72314177091856,0.479591836734694,0.172965762561138,0.469883539023118
amazon,amf_emb64_ep200_lr0.05_eps0.001_alpha0.1_fgsmep_175_best0_top100_rec.tsv,amf,64,200,0.05,0.001,0.1,175,10,2110,82.78,0.007484035759898,0.074840357598978,0.025257961848,0.036707744002342,5.58744727845414,146.124086845466,0.28411238825032,2.84112388250319,0.013851465555927,0.001385292362323,0.818164419260945,0.131452581032413,0.032903512672299,0.599607024837005
