Dataset,FileName,Model,EmbK,TotEpoch,LearnRate,Epsilon,Alpha,Epoch,Top-K,Coverage,Coverage[%],Precision,Recall,MAR,nDCG,Novelty,ARP,APLT,ACLT,P_Pop,P_Tail,RSP,PC_Pop,PC_Tail,REO
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_10_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,10.0,10.0,1056.0,28.51,0.006142384105960265,0.06142384105960265,0.021747477136549984,0.03088921122252941,1.856129437669787,1859.3832615893964,0.01925496688741717,0.1925496688741722,0.012285623267709905,6.271341366581904e-05,0.989842613578814,0.10027700831024931,0.0037067545304777594,0.928705128008198
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_10_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,10.0,50.0,1958.0,52.86,0.0039337748344370855,0.1966887417218543,0.021747477136549984,0.05984221771359444,2.295216634553479,1420.1641357615922,0.051165562913907524,2.5582781456953643,0.059429423774258285,0.0008332310128669267,0.9723466874862957,0.31634349030470915,0.018945634266886325,0.8869892705819582
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_10_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,10.0,100.0,2403.0,64.88,0.003079470198675497,0.3079470198675497,0.021747477136549984,0.0777970403432846,2.547782899935526,1213.3329139072862,0.08350993377483372,8.350993377483444,0.11480712419726682,0.0027199179581289014,0.9537141766142198,0.47700831024930745,0.05683690280065898,0.7870659831304352
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_20_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,20.0,10.0,1323.0,35.72,0.006986754966887418,0.06986754966887417,0.023478003784295175,0.034107234328985214,2.0585295939834167,1671.5408443708632,0.038029801324502954,0.3802980132450331,0.012050434166547067,0.00012386303627720234,0.9796517147209995,0.11246537396121883,0.006589785831960461,0.8892986100995853
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_20_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,20.0,50.0,2244.0,60.58,0.004413907284768212,0.2206953642384106,0.023478003784295175,0.06650608032941818,2.4862612306158693,1291.8117880794728,0.08905298013245011,4.452649006622517,0.057056378187393036,0.0014502274695860165,0.9504251715408473,0.34210526315789475,0.04036243822075782,0.7889367490364998
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_20_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,20.0,100.0,2665.0,71.95,0.0034867549668874177,0.3486754966887417,0.023478003784295175,0.08719325065612793,2.7268861845119368,1116.589667218548,0.1332748344370846,13.327483443708608,0.10857316123187655,0.004340760424136802,0.9231138134169015,0.5105263157894737,0.10831960461285008,0.6499302943051499
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_15_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,15.0,10.0,1207.0,32.59,0.006639072847682121,0.06639072847682119,0.023247595395774204,0.03320685401558876,1.9823856256220485,1737.1854139072823,0.02955298013245013,0.2955298013245033,0.012156621838324291,9.625403559199225e-05,0.9842887438700174,0.10831024930747922,0.004118616144975288,0.9267338307044106
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_15_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,15.0,50.0,2161.0,58.34,0.004245033112582781,0.21225165562913909,0.023247595395774204,0.06435796618461609,2.410624083170127,1341.8652019867557,0.07318211920529817,3.6591059602649008,0.05805043582572944,0.001191770554968415,0.959766165786941,0.3318559556786704,0.03459637561779242,0.8111821229495538
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_15_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,15.0,100.0,2595.0,70.06,0.0033344370860927154,0.3334437086092715,0.023247595395774204,0.08394907414913177,2.6562321979398322,1154.6882947019865,0.11355629139072745,11.355629139072848,0.11104326898747566,0.0036985276152288874,0.9355330363523049,0.5016620498614959,0.08360790774299835,0.7142928433053187
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_5_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,5.0,10.0,724.0,19.55,0.005,0.05,0.0178210080941869,0.025235222652554512,1.6507470863346079,2066.903344370854,0.005645695364238419,0.05645695364238411,0.012456104256383497,1.8388025846985635e-05,0.9970518999200988,0.08282548476454293,0.0012355848434925864,0.9706026856604624
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_5_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,5.0,50.0,1517.0,40.96,0.0034403973509933776,0.1720198675496689,0.0178210080941869,0.051148511469364166,2.1001014657457038,1559.117082781461,0.019705298013245033,0.9852649006622517,0.0613999102382337,0.0003209007091361041,0.989601539441543,0.2814404432132964,0.009472817133443162,0.9348753156033347
movielens,bprmf_emb64_ep20_lr0.05_XX_XX_XXep_5_best0_top100_rec.tsv,bprmf,64.0,20.0,0.05,0.0,0.0,5.0,100.0,1964.0,53.02,0.0026688741721854307,0.26688741721854303,0.0178210080941869,0.06644205749034882,2.356578379889335,1325.4018609271543,0.03873344370860934,3.873344370860927,0.12041619760198372,0.0012615479902939263,0.9792641130199573,0.43157894736842106,0.022240527182866558,0.9019851353675079
